n,k,seed,method,solved,time_s,plan_len,expanded,generated,bf_min,bf_max,bf_avg,max_frontier,max_closed,max_memory
10,5,10,fast_downward_lmcut,True,0.579796,1,2,3,,,,,,
10,5,11,astar_manhattan,True,0.000953,1,1,4,3,3,3.000000,3,1,4
10,5,11,fast_downward_lmcut,True,0.599242,1,2,3,,,,,,
10,5,12,astar_manhattan,True,0.000770,1,1,4,3,3,3.000000,3,1,4
10,5,12,fast_downward_lmcut,True,0.554063,1,2,3,,,,,,
10,5,13,astar_manhattan,True,0.000863,1,1,4,3,3,3.000000,3,1,4
10,5,13,fast_downward_lmcut,True,0.595218,1,2,3,,,,,,
10,5,14,astar_manhattan,True,0.002163,3,3,9,3,4,3.333333,6,3,9
10,5,14,fast_downward_lmcut,True,0.653573,3,4,10,,,,,,
10,5,15,astar_manhattan,True,0.001832,3,3,9,3,4,3.333333,6,3,9
10,5,15,fast_downward_lmcut,True,0.599120,3,4,10,,,,,,
10,5,16,astar_manhattan,True,0.003707,5,5,12,3,3,3.000000,7,5,12
10,5,16,fast_downward_lmcut,True,0.632480,5,6,15,,,,,,
10,5,17,astar_manhattan,True,0.003081,5,5,13,3,4,3.200000,8,5,13
10,5,17,fast_downward_lmcut,True,0.601932,5,6,16,,,,,,
10,5,18,astar_manhattan,True,0.000941,1,1,4,3,3,3.000000,3,1,4
10,5,18,fast_downward_lmcut,True,0.560482,1,2,3,,,,,,
10,5,19,astar_manhattan,True,0.000740,1,1,4,3,3,3.000000,3,1,4
10,5,19,fast_downward_lmcut,True,0.552792,1,2,3,,,,,,
10,10,0,astar_manhattan,True,0.001022,2,2,6,3,3,3.000000,4,2,6
10,10,0,fast_downward_lmcut,True,0.584821,2,3,6,,,,,,
10,10,1,astar_manhattan,True,0.005193,8,8,23,3,4,3.625000,15,8,23
10,10,1,fast_downward_lmcut,True,0.728782,8,9,29,,,,,,
10,10,2,astar_manhattan,True,0.003217,6,6,17,3,4,3.500000,11,6,17
10,10,2,fast_downward_lmcut,True,0.679846,6,7,21,,,,,,
10,10,3,astar_manhattan,True,0.005206,6,11,24,2,4,3.090909,13,11,24
10,10,3,fast_downward_lmcut,True,0.676473,6,7,19,,,,,,
10,10,4,astar_manhattan,True,0.001419,4,4,10,3,3,3.000000,6,4,10
10,10,4,fast_downward_lmcut,True,0.604111,4,5,12,,,,,,
10,10,5,astar_manhattan,True,0.001786,2,2,7,3,4,3.500000,5,2,7
10,10,5,fast_downward_lmcut,True,0.621463,2,3,7,,,,,,
10,10,6,astar_manhattan,True,0.002522,4,4,13,3,4,3.750000,9,4,13
10,10,6,fast_downward_lmcut,True,0.594702,4,5,15,,,,,,
10,10,7,astar_manhattan,True,0.004623,6,6,19,3,4,3.833333,13,6,19
10,10,7,fast_downward_lmcut,True,0.692810,6,7,23,,,,,,
10,10,8,astar_manhattan,True,0.002446,4,4,10,3,3,3.000000,6,4,10
10,10,8,fast_downward_lmcut,True,0.598334,4,5,12,,,,,,
10,10,9,astar_manhattan,True,0.001270,2,2,7,3,4,3.500000,5,2,7
10,10,9,fast_downward_lmcut,True,0.576521,2,3,7,,,,,,
10,10,10,astar_manhattan,True,0.000191,0,0,1,0,0,0.000000,1,0,1
10,10,10,fast_downward_lmcut,False,0.518720,0,1,0,,,,,,
10,10,11,astar_manhattan,True,0.001784,2,2,6,3,3,3.000000,4,2,6
10,10,11,fast_downward_lmcut,True,0.571353,2,3,6,,,,,,
10,10,12,astar_manhattan,True,0.002882,4,4,10,2,4,3.000000,6,4,10
10,10,12,fast_downward_lmcut,True,0.602216,4,5,12,,,,,,
10,10,13,astar_manhattan,True,0.003108,6,6,14,2,4,3.000000,8,6,14
10,10,13,fast_downward_lmcut,True,0.591068,6,7,18,,,,,,
10,10,14,astar_manhattan,True,0.003284,6,8,20,2,4,3.250000,12,8,20
10,10,14,fast_downward_lmcut,True,0.680196,6,8,24,,,,,,
10,10,15,astar_manhattan,True,0.002237,4,4,12,3,4,3.500000,8,4,12
10,10,15,fast_downward_lmcut,True,0.561898,4,5,14,,,,,,
10,10,16,astar_manhattan,True,0.005360,8,8,21,3,4,3.375000,13,8,21
10,10,16,fast_downward_lmcut,True,0.761980,8,9,27,,,,,,
10,10,17,astar_manhattan,True,0.005187,8,8,22,3,4,3.500000,14,8,22
10,10,17,fast_downward_lmcut,True,0.761543,8,9,28,,,,,,
10,10,18,astar_manhattan,True,0.001582,2,2,6,3,3,3.000000,4,2,6
10,10,18,fast_downward_lmcut,True,0.570262,2,3,6,,,,,,
10,10,19,astar_manhattan,True,0.001583,2,2,7,3,4,3.500000,5,2,7
10,10,19,fast_downward_lmcut,True,0.539590,2,3,7,,,,,,
10,15,0,astar_manhattan,True,0.001315,3,3,10,3,4,3.666667,7,3,10
10,15,0,fast_downward_lmcut,True,0.626030,3,4,11,,,,,,
10,15,1,astar_manhattan,True,0.001967,7,7,21,3,4,3.714286,14,7,21
10,15,1,fast_downward_lmcut,True,0.699513,7,8,26,,,,,,
10,15,2,astar_manhattan,True,0.002844,9,9,26,3,4,3.666667,17,9,26
10,15,2,fast_downward_lmcut,True,0.905774,9,10,33,,,,,,
10,15,3,astar_manhattan,True,0.006214,11,26,55,2,4,3.076923,29,26,55
10,15,3,fast_downward_lmcut,True,0.952857,11,17,52,,,,,,
10,15,4,astar_manhattan,True,0.001360,5,5,14,3,4,3.400000,9,5,14
10,15,4,fast_downward_lmcut,True,0.594797,5,6,17,,,,,,
10,15,5,astar_manhattan,True,0.000495,1,1,4,3,3,3.000000,3,1,4
10,15,5,fast_downward_lmcut,True,0.582418,1,2,3,,,,,,
10,15,6,astar_manhattan,True,0.001211,3,3,10,3,4,3.666667,7,3,10
10,15,6,fast_downward_lmcut,True,0.587996,3,4,11,,,,,,
10,15,7,astar_manhattan,True,0.002499,11,11,32,3,4,3.727273,21,11,32
10,15,7,fast_downward_lmcut,True,0.989802,11,12,41,,,,,,
10,15,8,astar_manhattan,True,0.001201,5,5,13,3,4,3.200000,8,5,13
10,15,8,fast_downward_lmcut,True,0.602198,5,6,16,,,,,,
10,15,9,astar_manhattan,True,0.003758,7,10,28,2,4,3.600000,18,10,28
10,15,9,fast_downward_lmcut,True,0.718494,7,8,27,,,,,,
10,15,10,astar_manhattan,True,0.000323,1,1,4,3,3,3.000000,3,1,4
10,15,10,fast_downward_lmcut,True,0.586331,1,2,3,,,,,,
10,15,11,astar_manhattan,True,0.000311,1,1,4,3,3,3.000000,3,1,4
10,15,11,fast_downward_lmcut,True,0.544503,1,2,3,,,,,,
10,15,12,astar_manhattan,True,0.000825,3,3,9,3,4,3.333333,6,3,9
10,15,12,fast_downward_lmcut,True,0.604790,3,4,10,,,,,,
10,15,13,astar_manhattan,True,0.004582,9,16,37,2,4,3.187500,21,16,37
10,15,13,fast_downward_lmcut,True,0.791071,9,12,34,,,,,,
10,15,14,astar_manhattan,True,0.003685,7,10,24,2,4,3.200000,14,10,24
10,15,14,fast_downward_lmcut,True,0.776261,7,9,27,,,,,,
10,15,15,astar_manhattan,True,0.001361,5,5,15,3,4,3.600000,10,5,15
10,15,15,fast_downward_lmcut,True,0.673208,5,6,18,,,,,,
10,15,16,astar_manhattan,True,0.001553,7,7,18,3,4,3.285714,11,7,18
10,15,16,fast_downward_lmcut,True,0.752683,7,8,23,,,,,,
10,15,17,astar_manhattan,True,0.005668,9,14,34,2,4,3.285714,20,14,34
10,15,17,fast_downward_lmcut,True,0.862105,9,10,32,,,,,,
10,15,18,astar_manhattan,True,0.000320,1,1,4,3,3,3.000000,3,1,4
10,15,18,fast_downward_lmcut,True,0.480800,1,2,3,,,,,,
10,15,19,astar_manhattan,True,0.002280,5,5,16,3,4,3.800000,11,5,16
10,15,19,fast_downward_lmcut,True,0.716805,5,6,19,,,,,,
